"SECTION_DESCR","BNF_CHEMICAL_SUBSTANCE"
"Topical circulatory preparations","1314000M0"
"Miscellaneous topical preparations","131500000"
"Miscellaneous topical preparations","1315000G0"
"Diagnostic vaccines","140300000"
"Vaccines and antisera","140400030"
"Vaccines and antisera","140400050"
"Vaccines and antisera","140400060"
"Vaccines and antisera","140400070"
"Vaccines and antisera","1404000AA"
"Vaccines and antisera","1404000AD"
"Vaccines and antisera","1404000AF"
"Vaccines and antisera","1404000AG"
"Vaccines and antisera","1404000AH"
"Vaccines and antisera","1404000AI"
"Vaccines and antisera","1404000AJ"
"Vaccines and antisera","1404000AK"
"Vaccines and antisera","1404000AL"
"Vaccines and antisera","1404000AM"
"Vaccines and antisera","1404000AN"
"Vaccines and antisera","1404000AP"
"Vaccines and antisera","1404000AQ"
"Vaccines and antisera","1404000AR"
"Vaccines and antisera","1404000AS"
"Vaccines and antisera","1404000AT"
"Vaccines and antisera","1404000AU"
"Vaccines and antisera","1404000AV"
"Vaccines and antisera","1404000AW"
"Vaccines and antisera","1404000C0"
"Vaccines and antisera","1404000E0"
"Vaccines and antisera","1404000F0"
"Vaccines and antisera","1404000G0"
"Vaccines and antisera","1404000H0"
"Vaccines and antisera","1404000L0"
"Vaccines and antisera","1404000M0"
"Vaccines and antisera","1404000N0"
"Vaccines and antisera","1404000P0"
"Vaccines and antisera","1404000R0"
"Vaccines and antisera","1404000S0"
"Vaccines and antisera","1404000U0"
"Vaccines and antisera","1404000W0"
"Vaccines and antisera","1404000X0"
"Vaccines and antisera","1404000Y0"
"Immunoglobulins","140500000"
"Immunoglobulins","1405010A0"
"Immunoglobulins","1405020A0"
"Immunoglobulins","1405020B0"
"Immunoglobulins","1405020C0"
"Immunoglobulins","1405020D0"
"Immunoglobulins","1405030A0"
"General anaesthesia","1501010C0"
"General anaesthesia","1501010F0"
"General anaesthesia","1501010L0"
"General anaesthesia","1501010P0"
"General anaesthesia","1501010Q0"
"General anaesthesia","1501020R0"
"General anaesthesia","1501020W0"
"General anaesthesia","1501030D0"
"General anaesthesia","1501030G0"
"General anaesthesia","1501030H0"
"General anaesthesia","1501041T0"
"General anaesthesia","1501042E0"
"General anaesthesia","1501042H0"
"General anaesthesia","1501043A0"
"General anaesthesia","1501043F0"
"General anaesthesia","1501050F0"
"General anaesthesia","1501050K0"
"General anaesthesia","1501050L0"
"General anaesthesia","1501050P0"
"General anaesthesia","1501050V0"
"General anaesthesia","1501050W0"
"General anaesthesia","1501050X0"
"General anaesthesia","1501060N0"
"General anaesthesia","1501070F0"
"General anaesthesia","1501070G0"
"General anaesthesia","1501080B0"
"Local anaesthesia","1502010A0"
"Local anaesthesia","1502010AA"
"Local anaesthesia","1502010AB"
"Local anaesthesia","1502010C0"
"Local anaesthesia","1502010F0"
"Local anaesthesia","1502010G0"
"Local anaesthesia","1502010I0"
"Local anaesthesia","1502010J0"
"Local anaesthesia","1502010R0"
"Local anaesthesia","1502010S0"
"Local anaesthesia","1502010U0"
"Local anaesthesia","1502010V0"
"Local anaesthesia","1502010X0"
"Local anaesthesia","1502010Y0"
"Local anaesthesia","1502010Z0"
"X-Ray contrast media","180300000"
"X-Ray contrast media","1803000A0"
"Diagnostic agents","180400000"
"Alcohol, wines and spirits","190100000"
"Selective preparations","190201000"
"Selective preparations","190202000"
"Selective preparations","190203000"
"Selective preparations","190205000"
"Selective preparations","190205500"
"Selective preparations","1902070A0"
"Selective preparations","1902070C0"
"Selective preparations","1902070D0"
"Selective preparations","1902070E0"
"Selective preparations","1902070M0"
"Selective preparations","1902070Q0"
"Single substances","190400000"
"Other preparations","190500000"
"Acids","190600000"
"Acids","190601000"
"Acids","190603000"
"Acids","190605000"
"Acids","190606000"
"Acids","190607000"
"Base,diluent, suspending agents and stabilisers","190700000"
"Colouring,flavouring and sweetening agents","190800000"
"Disinfectants, preservatives and sterilising agents","190900000"
"Cordials and soft drinks","191300000"
"Waters","1914010A0"
"Waters","191402000"
"Other gases","191500000"
"Absorbent Cottons","2001"
"Arm Sling/Bandages","2002"
"Wound Management & Other Dressings","2003"
"Gauzes & Gauze Tissue","2004"
"Tracheostomy & Laryngectomy Appliances","2005"
"Foam","2006"
"Lints","2007"
"Plasters","2008"
"Stockinette","2009"
"Surgical Adhesive Tape","2010"
"Surgical Sutures","2011"
"Swabs","2012"
"Skin Closure Strips, Sterile","2014"
"Skin Adhesive, Sterile","2015"
"Cervical Collar","2017"
"Cellulose Wadding BP 1988","2018"
"Silk Garments","2020"
"Other Appliances","2101"
"Catheters","2102"
"Chiropody Appliances","2103"
"Contraceptive Devices","2104"
"Trusses","2106"
"Elastic Hosiery","2107"
"Oxygen Masks","2108"
"Peak Flow Meters","2112"
"Catheter Maintenance Products","2113"
"Lubricant Gels","2114"
"Irrigation Solutions","2116"
"Nasal Device","2117"
"Erectile Dysfunction Devices","2118"
"Oral Film Forming Agents","2119"
"Venous Ulcer Compression System","2120"
"Dry Mouth Products","2121"
"Emollients","2122"
"Vaginal Moisturisers","2123"
"Nasal Products","2124"
"Vaginal Dilators","2125"
"Leg Ulcer Wrap","2126"
"Lymphoedema Garments","2127"
"Anal Irrigation System","2128"
"Pressure Offloading Device","2129"
"Eye Products","2130"
"Cycloidal Vibration Accessories","2131"
"Inhalation Solutions","2132"
"Indwelling Pleural Cath Drain System","2133"
"Vaginal PH Correction Products","2134"
"Acne Treatment","2135"
"Adhesive Dressing Remover Ster Silicone","2136"
"Pelvic Toning Devices","2137"
"Low Friction Products","2138"
"Prosthetic Adhesives","2139"
"Bacterial Decolonisation Products","2140"
"Debridement Device","2141"
"Jaw Rehabilitation Device","2142"
"Micro-Enema - Sodium Citrate","2143"
"Devices for Adjunctive Treatment of Hypertension ","2144"
"Douches","2145"
"Hernia Support Garments","2146"
"Dev For Fungal Nail Infections","2147"
"Detection Sensor Interstitial Fluid/Gluc","2148"
"Pulsed Electromagnetic Stimulator","2149"
"Anal Plugs","2202"
"Catheter Valves","2205"
"Drainable Dribbling Appliances","2210"
"Faecal Collectors","2215"
"Incontinence Belts","2220"
"Incontinence Sheaths","2230"
"Incontinence Sheath Fixing Strips & Adh","2240"
"Leg Bags","2250"
"Night Drainage Bags","2260"
"Suspensory Systems","2270"
"Tubing And Accessories","2280"
"Insert For Female Stress Incont","2285"
"Urinal Systems","2290"
"Adhesive Discs/Rings/Pads/Plasters","2305"
"Adhesive (Pastes/Sprays/Solutions)","2310"
"Adhesive Removers (Sprays/Liquids/Wipes)","2315"
"Bag Closures","2320"
"Bag Covers","2325"
"Belts","2330"
"Colostomy Bags","2335"
"Colostomy Sets","2340"
"Deodorants","2345"
"Discharge Solidifying Agents","2346"
"Filters/Bridges","2350"
"Flanges","2355"
"Ileostomy Bags","2360"
"Ileostomy Sets","2365"
"Irrigation Washout Appliances","2370"
"Pressure Plates/Shields","2375"
"Skin Fillers And Protectives","2380"
"Skin Protectors","2385"
"Stoma Caps/Dressings","2390"
"Tubing & Accessories","2392"
"Two Piece Ostomy Systems","2394"
"Urostomy Bags","2396"
"Urostomy Sets","2398"
"Leakage Notification System","2399"
